Data from T_2_S_MAYP1165941__0__20-03-52-965.txt Node

Date: Wed May 31 20:03:52 JST 2023
User: takis
Spectrometer: MAYP116594
Trigger mode: 0
Integration Time (sec): 5.000000E-2
Scans to average: 100
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2068
>>>>>Begin Spectral Data<<<<<
199.712	843.19
200.181	-156.15
200.65	30.44
201.119	-10.69
201.587	113.54
202.056	111.28
202.525	122.39
202.993	135.08
203.462	132.19
203.93	117.62
204.399	127.13
204.867	115.74
205.336	120.64
205.804	123.8
206.273	117.39
206.741	108.16
207.21	109.92
207.678	116.33
208.146	112.53
208.615	113.38
209.083	113.27
209.551	122.8
210.02	118.38
210.488	121.13
210.956	126.23
211.424	122.58
211.893	131.03
212.361	123.17
212.829	111.78
213.297	128.17
213.765	118.43
214.233	123.43
214.701	120.72
215.169	112.5
215.637	122.65
216.105	114.44
216.573	140.99
217.041	114.71
217.509	119.31
217.977	141.67
218.445	122.82
218.913	132.29
219.381	123.37
219.848	124.31
220.316	132.02
220.784	130.89
221.252	117.16
221.719	124.37
222.187	120.5
222.655	122.77
223.122	127.17
223.59	130.45
224.058	133.85
224.525	112.41
224.993	119.67
225.46	128.32
225.928	120.63
226.395	134.73
226.863	126.87
227.33	130.7
227.798	132.37
228.265	133.4
228.732	122.08
229.2	108.66
229.667	127.29
230.134	121.51
230.602	114.15
231.069	134.27
231.536	125.41
232.003	118.39
232.47	132.94
232.938	116.73
233.405	121.56
233.872	121.06
234.339	117.75
234.806	120.94
235.273	123.43
235.74	131.4
236.207	125.37
236.674	127.71
237.141	129.14
237.608	118.05
238.075	118.9
238.542	108.54
239.009	126.15
239.476	122.9
239.942	132.21
240.409	121.1
240.876	119.56
241.343	121.87
241.809	125.69
242.276	143.83
242.743	113.31
243.21	120.57
243.676	119.81
244.143	134.13
244.609	131.37
245.076	121.59
245.542	116.31
246.009	117.14
246.476	127.99
246.942	124.73
247.408	112.51
247.875	124.45
248.341	124.82
248.808	123.12
249.274	125.97
249.74	129.89
250.207	135.98
250.673	125.82
251.139	135.47
251.606	125.81
252.072	137.1
252.538	122.83
253.004	124.84
253.47	132.15
253.936	128.65
254.403	132.59
254.869	128.73
255.335	120.85
255.801	124.37
256.267	116.34
256.733	129.14
257.199	130.9
257.665	117.09
258.131	115.3
258.596	132.04
259.062	133.27
259.528	121.85
259.994	120.16
260.46	123.52
260.926	113.51
261.391	114.23
261.857	129.81
262.323	128.15
262.789	123.53
263.254	136.37
263.72	120.11
264.185	122.42
264.651	132.63
265.117	126.48
265.582	131.76
266.048	130.34
266.513	121.52
266.979	121.67
267.444	118.14
267.91	118.53
268.375	121.85
268.84	103.73
269.306	127.5
269.771	119.27
270.236	120.44
270.702	134.92
271.167	118.66
271.632	131.36
272.098	124.99
272.563	121.2
273.028	117.42
273.493	115.32
273.958	125.86
274.423	121.21
274.888	134.21
275.353	113.81
275.819	116.45
276.284	115.51
276.749	124.95
277.214	135.61
277.678	138.07
278.143	114.19
278.608	121.44
279.073	121.23
279.538	130.92
280.003	119.03
280.468	128.37
280.932	121.81
281.397	125.72
281.862	128.8
282.327	119.86
282.791	130.54
283.256	118.09
283.721	120.2
284.185	127.29
284.65	126.54
285.114	121.41
285.579	120.21
286.044	125.62
286.508	114.13
286.973	128.82
287.437	134.48
287.901	118.43
288.366	141.55
288.83	124.12
289.295	128.9
289.759	111.87
290.223	129.11
290.687	126.02
291.152	137.07
291.616	124.48
292.08	126.03
292.544	126.14
293.009	127.22
293.473	144.52
293.937	132.36
294.401	123.74
294.865	137.12
295.329	128.21
295.793	111.83
296.257	117.73
296.721	118.71
297.185	125.72
297.649	114.01
298.113	119.3
298.577	118.46
299.041	122.24
299.505	135.6
299.968	113.79
300.432	136.81
300.896	128.46
