Data from R_1_D_MAYP1165941__0__20-00-02-986.txt Node

Date: Wed May 31 20:00:02 JST 2023
User: takis
Spectrometer: MAYP116594
Trigger mode: 0
Integration Time (sec): 5.000000E-2
Scans to average: 100
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2068
>>>>>Begin Spectral Data<<<<<
199.712	842.73
200.181	-156.79
200.65	30.3
201.119	-10.5
201.587	106.49
202.056	104.39
202.525	112
202.993	123.08
203.462	120.95
203.93	106.29
204.399	116.08
204.867	105.53
205.336	108.8
205.804	110.23
206.273	104.23
206.741	95.72
207.21	98.02
207.678	103.96
208.146	101.61
208.615	101.66
209.083	101.14
209.551	110.01
210.02	105.56
210.488	107.84
210.956	116.03
211.424	113.13
211.893	119.84
212.361	112.58
212.829	101.86
213.297	116.9
213.765	108.15
214.233	111.81
214.701	109.4
215.169	101.73
215.637	112.7
216.105	105.66
216.573	127.86
217.041	103.91
217.509	109.3
217.977	132.19
218.445	112.67
218.913	120.21
219.381	113.35
219.848	114.83
220.316	121.21
220.784	119.66
221.252	108.27
221.719	112.36
222.187	110.42
222.655	111.83
223.122	116.11
223.59	119.74
224.058	121.95
224.525	103.46
224.993	108.47
225.46	118.82
225.928	109.57
226.395	123.14
226.863	116.54
227.33	120.22
227.798	121.45
228.265	122.13
228.732	111.6
229.2	101.53
229.667	118.7
230.134	112.76
230.602	103.4
231.069	122.46
231.536	114.28
232.003	106.35
232.47	124.62
232.938	107.85
233.405	112.2
233.872	111.68
234.339	108.96
234.806	110.89
235.273	114.2
235.74	120.14
236.207	114.71
236.674	120.96
237.141	119.79
237.608	108.95
238.075	109.25
238.542	99.37
239.009	116.5
239.476	114.37
239.942	123.46
240.409	112.41
240.876	109.1
241.343	113.61
241.809	115.39
242.276	136.18
242.743	105.57
243.21	110.79
243.676	109.01
244.143	125.66
244.609	121.84
245.076	114.41
245.542	106.68
246.009	109.11
246.476	118.93
246.942	114.7
247.408	103.67
247.875	115.61
